페이지	키워드	제목	NEWS_URL | MEDIA_URL
234	유로 2016	[유로 개막④] 프랑스로 모인 유럽 최고의 올드보이 & 라이징스타	AFP=News1 2016 유럽축구선수권대회()는 세계적인 스타들의 경쟁 무대다. 비록 출전하는 선수들이 유럽 출신으로 한정됐지만 이들의 수도 적지 않다. 프랑스에서 개최되는 이번 에는 총 552명이 자신의...
234	유로 2016	[유로2016]대회관련 폭력사태로 인해 잉글랜드 팬 6명 철창신세	출처 | ESPN 캡처 [스포츠서울 도영인기자] 과 관련한 폭력사건으로 인해 6명의 잉글랜드 팬이 철창신세를 지게 됐다. 이들은 최대 3개월 형을 선고 받았고, 향후 2년간 프랑스 입국이 금지 결정이...
234	유로 2016	훌리건 폭력으로 얼룩진 유로 2016…프랑스 경찰 강제진압	테러 우려에 어렵사리 막 오른 이 또다시 훌리건 폭력에 얼룩지고 있습니다. 연합뉴스TV 김보나입니다. 연합뉴스TV : 02-398-4409(제보) 4441(기사문의), 카톡/라인 jebo23 (끝) <저작권자(c) 연합뉴스, 무단 전재-재배포...
234	유로 2016	UFC 코너 맥그리거 "유로 2016 아일랜드 잘 싸우길"	UFC 챔피언 맥그리거가 에 참가한 아일랜드 축구대표팀을 응원했다.  게티이미지 맥그리거, 트위터에 영상 게재하고 아일랜드 축구팀 응원 UFC 챔피언 코너 맥그리거(27·아일랜드)가 에 참가한...
234	유로 2016	'유로2016', 6월 11일 왕좌의 게임이 시작된다	[텐아시아=김수경 기자] ‘′ / 사진제공=MBC플러스 축구 팬들을 설레게 할 왕좌의 게임이 시작된다. 27일 오전 MBC스포츠플러스 측은 오는 11일 새벽 4시 MBC스포츠플러스와 MBC스포츠플러스 2 두 개의 채널을...
234	유로 2016	[유로2016] 모드리치 vs 로시츠키, 누구의 조율이 더 아름다울까	체코와 크로아티아는 18일 오전 1시(한국시간) 프랑스 생테티엔의 스타드 조르루아 기샤르에서  D조 조별리그 2차전 경기를 치른다. 스페인에 패한 체코와 터키에 승리한 크로아티아 모두 승점 3점이 최우선이다....
234	유로 2016	[유로 2016] 폴란드, 북아일랜드에 1-0 신승...레반도프스키 '유효 슈팅 0개'	[] 폴란드, 북아일랜드에 1-0 신승...레반도프스키 '유효 슈팅 0개'폴란드가 북아일랜드에 힘겹게 승리를 따냈다. 폴란드는 13일 오전(이하 한국시간) 미국 알리안츠 리베라에서 열린 북아일랜드와의 ...
235	유로 2016	[유로 2016] 폴란드, 북아일랜드에 1-0 신승...레반도프스키 '유효 슈팅 0개'	[] 폴란드, 북아일랜드에 1-0 신승...레반도프스키 '유효 슈팅 0개'폴란드가 북아일랜드에 힘겹게 승리를 따냈다. 폴란드는 13일 오전(이하 한국시간) 미국 알리안츠 리베라에서 열린 북아일랜드와의 ...
235	유로 2016	[유로 2016] '예선 10연승→본선 1무' 또 어긋난 잉글랜드	우승 후보 잉글랜드는  조별 리그 첫 경기 러시아전에서 1-1로 비겼다.  게티이미지 [스포티비뉴스=김덕중 기자] '축구 종가' 잉글랜드는 그 어느 때보다 완벽하게 유로 본선에 올랐다. 유로 예선에서 10전...
235	유로 2016	[유로 2016]'피케 결승골' 스페인, 체코에 1-0 신승	스페인은 13일 오후 10시(한국시간) 프랑스 툴르즈의 스타디움 무니시팔에서 열린 체코와의  D조 조별리그 1차전 경기서 피케의 극적인 결승골에 힘입어 1-0으로 승리를 거뒀다. 스페인은 경기 내내 골결정력에서...
235	유로 2016	[유로2016분석]스웨덴 도넘은 '즐라탄 의존증'에 발목	AFPBBNews = News1 [런던(영국)=이건 스포츠조선닷컴 기자]약이자 독이었다. 스웨덴이 '이브라히모비치 의존중'에 발목이 잡혔다. 스웨덴은 14일 새벽(한국시각0 프랑스 생드니에서 열린 아일랜드와의 E조 1차전에서 1대1로...
235	유로 2016	[유로2016] 이탈리아 콘테 감독 “비평가들 틀렸다는 것 증명”	이탈리아는 14일 프랑스 리옹의 스타드 드 리옹에서 열린 벨기에와의  E조 조별리그 1차전에서 전반 32분 터진 엠마누엘레 자케리니의 선제골과 후반 추가 시간에 나온 그라치아노 펠레의 쐐기골에 힘입어 2...
235	유로 2016	[유로 2016] '공수 활약' 독일 크로스, 경기 최고 평점 9.3점	토니 크로스(오른쪽)가 평점 9.3점을 받았다  Gettyimages [스포티비뉴스=박성윤 기자] 독일이 13일(한국 시간) 프랑스 릴 스타드 피에르 모루아에서 열린  C조 조별 리그 우크라이나와 경기에서 2-0으로 이겼다....
235	유로 2016	'유로 2016 기대돼요'	프랑스 파리의 에펠탑 앞에서 한 남성이 축구공 묘기를 보이고 있다. 2016 유럽축구선수권대회()는 오는 10일 프랑스에서 개막한다. sjh940214@yna.co.kr <저작권자(c) 연합뉴스, 무단 전재-재배포 금지>
235	유로 2016	[경기분석] 6월18일(토) 01:00 유로2016 체코 vs 크로아티아 승부예측	[인터풋볼] 취재팀 = 스페인, 크로아티아, 터키와 한 조에 속한 체코는 비교적 약체로 분류되었으나 지난 스페인과 경기서 1-0으로 선방한 모습을 보였다. 스페인의 전방 라인 3인방의 줄기찬 공격을 잘...
235	유로 2016	코파아메리카 2016, 네티즌…“아르헨티나 또 우승 못 하면 다음부턴 대회에 나오지 마라”	과연 페루의 3연속 3위가 가능할런지?” “웰컴투 아르헨티나 꿀 대진 ㅋㅋㅋ” “iillliiilllii 아르헨티나 또 우승 못 하면 다음부턴 대회에 나오지 마라” “toto**** 확실히 코파아메리카보단 이 훨...
235	유로 2016	<그래픽> 유로2016 개요	유럽축구 국가대항전인 이 오는 10일 프랑스 국립축구경기장 스타드 드 프랑스에서 열리는 프랑스와 루마니아의 경기를 시작으로 한 달 동안 개최된다. kmtoil@yna.co.kr 페이스북 tuney.kr/LeYN1...
236	유로 2016	[유로 2016] '파예 극적골' 프랑스, 개막전서 루마니아 2-1 제압... 대회 첫 승	프랑스는 11일 오전 4시(한국시간) 프랑스 생드니에 위치한 스타드 드 프랑스에서 열린 유럽축구연맹(UEFA)  조별리그 A조 1차전(개막전) 루마니아와의 경기에서 2-1 승리를 거뒀다. 이날 승리로 프랑스는 조 선두로...
236	유로 2016	[유로 포커스] ‘16년 주기’에 돌아온 프랑스가 기대되는 이유	[= 브라질과 아르헨티나를 뺀 ‘끝판왕’들의 대결이라고 불리우는 2016년 유럽축구선수권대회(이하 )이 개막이 이제 정말 얼마 남지 않았다. 바다 건너 미국에서는 코파아메리카 대회가 진행되고 있지만 세계...
236	유로 2016	'섹스스캔들' 벤제마, 결국 유로2016 못뛴다	프랑스 축구협회는 1일(한국시각) 에 나설 23명의 출전 명단을 공개했다. 관심을 모았던 벤제마는 예상대로 이름을 올리지 못했다. 벤제는 지난해 11월 프랑스 대표팀의 동료인 마티유 발부에나를 성관계...
236	유로 2016	[유로2016] 독일 "노이어·보아텡 선방 덕분에"... 우크라이나에 덜미 잡힐 뻔	강력한 우승후보 독일이 13일  조별리그 C조 1차전에서 우크라이나를 물리칠 수 있었던 원동력은 '거미손' 마누엘 노이어의 선방이었다. 독일은 13일(한국시간) 프랑스 릴의 스타드 피에르 모루아에서 열린...
236	유로 2016	[유로MVP] 조커로 들어간 살라이, 헝가리 공세의 화룡점정	동점골 과정에 간접 기여한 살라이 (사진=gettyimages/이매진스) [엠스플뉴스] 오스트리아전 결승골의 주인공 아담 살라이는 아이슬란드와 ‘’ F조 2차전 경기에 조커로 나섰다. 버텨주는 살라이보다 속도감을...
236	유로 2016	[프랑스 알바니아] '마샬-코망 변화' 프랑스 선발 라인업(유로 2016)	[프랑스 알바니아] '마샬-코망 변화' 프랑스 선발 라인업() 개최국인 프랑스가 알바니아전 선발 라인업을 공개한 가운데 폴 포그바, 앙트완 그리즈만을 대신해 앤서니 마샬과 킹슬리 코망이 출전한다....
236	유로 2016	[유로2016]"개최국 프랑스, 스페인 3연패 막을까(?)"… 독일·잉글랜드·벨기에 '호시탐탐'	개막. 별들의전쟁  개막이 임박했다. 한국시간으로 11일 오전 4시 프랑스 생드니의 스타드 드 프랑스에서 개최국 프랑스와 루마니아의 조별리그 A조 1차전을 시작으로 한달 간의 축구전쟁이 시작된다....
236	유로 2016	[유로 2016] '아르나우토비치VS주자크' 오스트리아-헝가리 선발 라인업	오스트리아와 헝가리의  선발 라인업이 공개된 가운데 아르나우토비치(스토크시티)와 발라스 주자크(디나모 모스크바)가 맞대결을 펼친다. 오스트리아와 헝가리는 15일 새벽 1시(한국시간) 프랑스 누보 스타드...
236	유로 2016	[유로 2016] '함식 패스 - 바이스 득점' 슬로바키아, 러시아에 1대 0 리드 (전반 33분)	슬로바키아는 15일 오후 10시(한국시간) 프랑스 뵐뇌브다스크에 위치한 스타드 피에르 모우라에서 열리는 러시아와의 유럽축구연맹(UEFA)  B조 조별리그 2차전 경기를 진행중이다. 먼저 기선을 제압한 건...
236	유로 2016	[유로 2016] 피파랭킹 34위 아이슬란드, 랭킹 8위 포르투갈과 1-1 사상 첫 승점1 ‘이변 연출	아이슬란드는 네덜란드와 덴마크도 탈락한 에 진출하는 동화를 쓰며 주목을 받았다. 포르투갈은 15일 오전 4시(한국시간) 프랑스 조프로이 귀샤르 스타디움에서 열린  조별리그 F조 1차전서...
237	유로 2016	현대ㆍ기아차, ‘유로 2016’ 공식차량 전달	현대ㆍ기아차가 ‘’ 대회 공식차량 지원을 하게 됨으로써 유럽 각계각층의 VIP 등 오피니언 리더들의 체험을 통한 홍보가 기대되며 지원차량에 ‘’ 공식 로고와 현대차와 기아차 로고가 각각...
237	유로 2016	[유로 2016] 이탈리아-벨기에 스페인-체코전 각각 2-0 1-0으로 승리, 자케리니 피케 결승골 기록	이탈리아가 벨기에를 상대로 단단한 수비를 자랑하면서 2016유럽축구선수권() 첫 승을 신고했다. 이탈리아는 14일(한국시간) 프랑스 리옹의 스타드 데 뤼미에르에서 열린 벨기에와의 대회 E조 조별예선 1차전에서...
237	유로 2016	호날두, '역대 유로 베스트11' 선정… 지단·앙리 포함	하지만 이탈리아 대표팀의 세대교체로 이번 엔 참가하지 못하게 됐다. 수비수로는 베켄바워와 함께 스페인의 레전드 카를레스 푸욜, 이탈리아의 말디니, 독일의 필립 람이 선택을 받았으며, 골키퍼...
237	유로 2016	[유로 핫피플] 스페인의 믿음, 토레스 향해 첫 발 뗀 모라타	스페인은 18일 오전 4시(한국시간) 프랑스 니스에 위치한 알리안츠 리베에라에서 열린 유럽축구연맹(UEFA)  D조 조별리그 2차전 터키와의 경기에서 3-0 완승을 거뒀다. 체코전서 골이 없었던 모라타는 다시 한 번...
237	유로 2016	‘유로 2016 개막’ 프랑스-루마니아전, 베팅업체의 예측은?	[스포츠한국 이재현 기자] 유럽 대륙의 축구 최강팀을 가리는 이 프랑스와 루마니아의 개막전을 시작으로 막을 올린다. 개막전을 향한 세간의 관심이 뜨거운 가운데, 각종 베팅업체들이 이날 경기 결과를...
237	유로 2016	현대·기아차, ‘유로 2016’ 공식 차량 전달	(UEFA 홍보대사), 장수항 기아차 프랑스 법인장, 마크 헤드리히(Marc Hedrich) 기아차 프랑스 법인 현지책임자. (현대기아차 제공) .5.31/뉴스1 shj04256@news1.kr [ 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]
237	유로 2016	[유로 매치팩트] 루마니아로 놀란 가슴, 알바니아로 쓸어내린다	프랑스는 자국에서 열린 1984 를 포함해, 최근  본선 6경기서 6승(1984 5승 /  1승)을 거두고 있다. 자국에서만큼은 ‘아트사커’의 위용을 드러내고 있다. 그러나 수비력에는 물음표가 따라다닌다. 프랑스는...
237	유로 2016	유로 2016 포르투갈-아이슬란드 1-1 무승부, 호날두 침묵속 나니의 선제골로 우세한 공격에도 승점없는 포르투갈	포루투갈-아이슬랜드는 승부를 가리지 못했다. 유럽축구연맹선수권대회(유로) 6연속 준준결승 진출에 도전하는 포르투갈이 조별리그 첫 경기에서 아이슬란드를 상대로 비겼다. 포르투갈은 15일 오전...
237	유로 2016	[유로 2016] '피케 극적골' 스페인, 체코에 1-0 신승...'체흐 선방쇼 뚫어냈다'	스페인은 13일 오후 10시(한국시간) 프랑스 툴루즈에 위치한 스타디움 무니시팔에서 열린  조별리그 D조 1차전 체코와의 경기에서 1-0으로 승리했다. 죽음의 조인 D조에서는 스페인과 크로아티아가 나란히 1승을...
237	유로 2016	[유로 2016] 포르투갈 VS 에스토니아 선발 라인업...호날두 '출전'	[] 포르투갈 VS 에스토니아 선발 라인업...호날두 '출전'포르투갈이 에스토니아전 선발 라인업을 공개한 가운데 크리스티아누 호날두(레알 마드리드)가 명단에 이름을 올렸다. 페르난두 산투스 감독이 이끄는...
238	유로 2016	[유로 2016]스웨덴 vs 아일랜드 선발 라인업 공개… 즐라탄 출격	사진은 스웨덴 대표팀 공격의 핵 즐라탄 이브라히모비치와 동료들의 모습 /AP=연합뉴스  '죽음의 E조' 스웨덴과 아일랜드의 선발 라인업이 공개됐다. 스웨덴과 아일랜드는 14일 오전 1시(이하 한국시간) 프랑스...
238	유로 2016	‘유로2016’과 ‘코파 아메리카’, 다음·카카오에서 생중계	CNB뉴스, CNBNEWS, 씨앤비뉴스 카카오는 ‘2016 유럽축구선수권대회()’와 ‘코파 아메리카’ 전 경기를 다음스포츠와 다음 tv팟, 다음 애플리케이션(앱), 카카오TV 등 다양한 플랫폼에서 HD 고화질로...
238	유로 2016	현대·기아차, '유로2016' 공식 후원…유럽 공략 박차	【서울=뉴시스】 현대·기아차(회장 정몽구)는 30일(현지시각) 프랑스 생드니 경기장에서  조직위원회에 대회 공식차량을 전달했다. 왼쪽부터 이규복 현대차 프랑스 법인장, 김형정 현대차 유럽 법인장...
238	유로 2016	[‘유로2016’ D-2]각 리그 득점왕 3명에 호날두까지…‘최고 골잡이’ 다 모였네	이름만 들어도 쟁쟁한 세계 최고 골잡이들이 2016년 유럽축구선수권대회()에 출전해 자국의 명예를 걸고 뛴다. 케인, 레반도프스키, 이브라히모비치, 호날두 (사진 왼쪽부터) 슈퍼스타들 중 유력한 득점왕...
